t,ID_Tag,ID_Anchor,range
9,2,10,17.3865138245244
9.1,2,10,17.9084690220444
9.2,2,10,18.0342980402742
9.3,2,10,17.9439328049682
9.4,2,10,18.1326456662874
9.5,2,10,18.2220428601426
9.6,2,10,18.367264552905
9.7,2,10,18.5266480033437
9.8,2,10,18.9789701371808
9.9,2,10,19.4699984931254
